country,year,sex,age,population
Barbados,2010,male,75+ years,Low_population
Barbados,2011,female,15-24 years,Low_population
Barbados,2011,female,25-34 years,Low_population
Barbados,2011,female,35-54 years,Low_population
Barbados,2011,female,5-14 years,Low_population
Barbados,2011,female,55-74 years,Low_population
Barbados,2011,female,75+ years,Low_population
Barbados,2011,male,15-24 years,Low_population
Barbados,2011,male,25-34 years,Low_population
Barbados,2011,male,35-54 years,Low_population
Barbados,2011,male,5-14 years,Low_population
Barbados,2011,male,55-74 years,Low_population
Barbados,2011,male,75+ years,Low_population
Barbados,2012,female,15-24 years,Low_population
Barbados,2012,female,25-34 years,Low_population
Barbados,2012,female,35-54 years,Low_population
Barbados,2012,female,5-14 years,Low_population
Barbados,2012,female,55-74 years,Low_population
Barbados,2012,female,75+ years,Low_population
Barbados,2012,male,15-24 years,Low_population
Barbados,2012,male,25-34 years,Low_population
Barbados,2012,male,35-54 years,Low_population
Barbados,2012,male,5-14 years,Low_population
Barbados,2012,male,55-74 years,Low_population
Barbados,2012,male,75+ years,Low_population
Barbados,2013,female,15-24 years,Low_population
Barbados,2013,female,25-34 years,Low_population
Barbados,2013,female,35-54 years,Low_population
Barbados,2013,female,5-14 years,Low_population
Barbados,2013,female,55-74 years,Low_population
Barbados,2013,female,75+ years,Low_population
Barbados,2013,male,15-24 years,Low_population
Barbados,2013,male,25-34 years,Low_population
Barbados,2013,male,35-54 years,Low_population
Barbados,2013,male,5-14 years,Low_population
Barbados,2013,male,55-74 years,Low_population
Barbados,2013,male,75+ years,Low_population
Belarus,1990,male,35-54 years,Medium_population
Belarus,1990,male,55-74 years,Medium_population
Belarus,1990,male,75+ years,Medium_population
Belarus,1990,male,25-34 years,Medium_population
Belarus,1990,male,15-24 years,Medium_population
Belarus,1990,female,75+ years,Medium_population
Belarus,1990,female,55-74 years,Medium_population
Belarus,1990,female,35-54 years,Medium_population
Belarus,1990,female,25-34 years,Medium_population
Belarus,1990,female,15-24 years,Medium_population
Belarus,1990,male,5-14 years,Medium_population
Belarus,1990,female,5-14 years,Medium_population
Belarus,1991,male,35-54 years,Medium_population
Belarus,1991,male,75+ years,Medium_population
Belarus,1991,male,55-74 years,Medium_population
Belarus,1991,male,25-34 years,Medium_population
Belarus,1991,female,75+ years,Medium_population
Belarus,1991,male,15-24 years,Medium_population
Belarus,1991,female,55-74 years,Medium_population
Belarus,1991,female,35-54 years,Medium_population
Belarus,1991,female,25-34 years,Medium_population
Belarus,1991,female,15-24 years,Medium_population
Belarus,1991,male,5-14 years,Medium_population
Belarus,1991,female,5-14 years,Medium_population
Belarus,1992,male,35-54 years,Medium_population
Belarus,1992,male,55-74 years,Medium_population
Belarus,1992,male,75+ years,Medium_population
Belarus,1992,male,25-34 years,Medium_population
Belarus,1992,male,15-24 years,Medium_population
Belarus,1992,female,75+ years,Medium_population
Belarus,1992,female,55-74 years,Medium_population
Belarus,1992,female,35-54 years,Medium_population
Belarus,1992,female,25-34 years,Medium_population
Belarus,1992,female,15-24 years,Medium_population
Belarus,1992,male,5-14 years,Medium_population
Belarus,1992,female,5-14 years,Medium_population
Belarus,1993,male,35-54 years,Medium_population
Belarus,1993,male,55-74 years,Medium_population
Belarus,1993,male,75+ years,Medium_population
Belarus,1993,male,25-34 years,Medium_population
Belarus,1993,male,15-24 years,Medium_population
Belarus,1993,female,75+ years,Medium_population
Belarus,1993,female,55-74 years,Medium_population
Belarus,1993,female,35-54 years,Medium_population
Belarus,1993,female,25-34 years,Medium_population
Belarus,1993,female,15-24 years,Medium_population
Belarus,1993,male,5-14 years,Medium_population
Belarus,1993,female,5-14 years,Medium_population
Belarus,1994,male,35-54 years,Medium_population
Belarus,1994,male,55-74 years,Medium_population
Belarus,1994,male,75+ years,Medium_population
Belarus,1994,male,25-34 years,Medium_population
Belarus,1994,male,15-24 years,Medium_population
Belarus,1994,female,75+ years,Medium_population
Belarus,1994,female,55-74 years,Medium_population
Belarus,1994,female,35-54 years,Medium_population
Belarus,1994,female,25-34 years,Medium_population
Belarus,1994,female,15-24 years,Medium_population
Belarus,1994,male,5-14 years,Medium_population
Belarus,1994,female,5-14 years,Medium_population
Belarus,1995,male,35-54 years,Medium_population
Belarus,1995,male,55-74 years,Medium_population
Belarus,1995,male,75+ years,Medium_population
Belarus,1995,male,25-34 years,Medium_population
Belarus,1995,male,15-24 years,Medium_population
Belarus,1995,female,55-74 years,Medium_population
Belarus,1995,female,75+ years,Medium_population
Belarus,1995,female,35-54 years,Medium_population
Belarus,1995,female,25-34 years,Medium_population
Belarus,1995,female,15-24 years,Medium_population
Belarus,1995,male,5-14 years,Medium_population
Belarus,1995,female,5-14 years,Medium_population
Belarus,1996,male,35-54 years,Medium_population
Belarus,1996,male,55-74 years,Medium_population
Belarus,1996,male,75+ years,Medium_population
Belarus,1996,male,25-34 years,Medium_population
Belarus,1996,male,15-24 years,Medium_population
Belarus,1996,female,75+ years,Medium_population
Belarus,1996,female,55-74 years,Medium_population
Belarus,1996,female,35-54 years,Medium_population
Belarus,1996,female,25-34 years,Medium_population
Belarus,1996,female,15-24 years,Medium_population
Belarus,1996,male,5-14 years,Medium_population
Belarus,1996,female,5-14 years,Medium_population
Belarus,1997,male,55-74 years,Medium_population
Belarus,1997,male,35-54 years,Medium_population
Belarus,1997,male,75+ years,Medium_population
Belarus,1997,male,25-34 years,Medium_population
Belarus,1997,male,15-24 years,Medium_population
Belarus,1997,female,75+ years,Medium_population
Belarus,1997,female,55-74 years,Medium_population
Belarus,1997,female,35-54 years,Medium_population
Belarus,1997,female,25-34 years,Medium_population
Belarus,1997,female,15-24 years,Medium_population
Belarus,1997,male,5-14 years,Medium_population
Belarus,1997,female,5-14 years,Medium_population
Belarus,1998,male,55-74 years,Medium_population
Belarus,1998,male,35-54 years,Medium_population
Belarus,1998,male,75+ years,Medium_population
Belarus,1998,male,25-34 years,Medium_population
Belarus,1998,male,15-24 years,Medium_population
Belarus,1998,female,75+ years,Medium_population
Belarus,1998,female,55-74 years,Medium_population
Belarus,1998,female,35-54 years,Medium_population
Belarus,1998,female,25-34 years,Medium_population
Belarus,1998,female,15-24 years,Medium_population
Belarus,1998,male,5-14 years,Medium_population
Belarus,1998,female,5-14 years,Medium_population
Belarus,1999,male,55-74 years,Medium_population
Belarus,1999,male,75+ years,Medium_population
Belarus,1999,male,35-54 years,Medium_population
Belarus,1999,male,25-34 years,Medium_population
Belarus,1999,male,15-24 years,Medium_population
Belarus,1999,female,75+ years,Medium_population
Belarus,1999,female,55-74 years,Medium_population
Belarus,1999,female,35-54 years,Medium_population
Belarus,1999,female,25-34 years,Medium_population
Belarus,1999,female,15-24 years,Medium_population
Belarus,1999,male,5-14 years,Medium_population
Belarus,1999,female,5-14 years,Medium_population
Belarus,2000,male,55-74 years,Medium_population
Belarus,2000,male,35-54 years,Medium_population
Belarus,2000,male,75+ years,Medium_population
Belarus,2000,male,25-34 years,Medium_population
Belarus,2000,male,15-24 years,Medium_population
Belarus,2000,female,75+ years,Medium_population
Belarus,2000,female,55-74 years,Medium_population
Belarus,2000,female,35-54 years,High_population
Belarus,2000,female,25-34 years,Medium_population
Belarus,2000,female,15-24 years,Medium_population
Belarus,2000,male,5-14 years,Medium_population
Belarus,2000,female,5-14 years,Medium_population
Belarus,2001,male,55-74 years,Medium_population
Belarus,2001,male,35-54 years,Medium_population
Belarus,2001,male,75+ years,Medium_population
Belarus,2001,male,25-34 years,Medium_population
Belarus,2001,male,15-24 years,Medium_population
Belarus,2001,female,75+ years,Medium_population
Belarus,2001,female,55-74 years,Medium_population
Belarus,2001,female,35-54 years,High_population
Belarus,2001,female,25-34 years,Medium_population
Belarus,2001,female,15-24 years,Medium_population
Belarus,2001,male,5-14 years,Medium_population
Belarus,2001,female,5-14 years,Medium_population
Belarus,2002,male,35-54 years,Medium_population
Belarus,2002,male,55-74 years,Medium_population
Belarus,2002,male,25-34 years,Medium_population
Belarus,2002,male,75+ years,Medium_population
Belarus,2002,male,15-24 years,Medium_population
Belarus,2002,female,75+ years,Medium_population
Belarus,2002,female,55-74 years,Medium_population
Belarus,2002,female,35-54 years,High_population
Belarus,2002,female,25-34 years,Medium_population
Belarus,2002,female,15-24 years,Medium_population
Belarus,2002,male,5-14 years,Medium_population
Belarus,2002,female,5-14 years,Medium_population
Belarus,2003,male,55-74 years,Medium_population
Belarus,2003,male,35-54 years,Medium_population
Belarus,2003,male,75+ years,Medium_population
Belarus,2003,male,25-34 years,Medium_population
Belarus,2003,male,15-24 years,Medium_population
Belarus,2003,female,75+ years,Medium_population
Belarus,2003,female,55-74 years,Medium_population
Belarus,2003,female,35-54 years,High_population
Belarus,2003,female,25-34 years,Medium_population
Belarus,2003,female,15-24 years,Medium_population
Belarus,2003,male,5-14 years,Medium_population
Belarus,2003,female,5-14 years,Medium_population
Belarus,2007,male,75+ years,Medium_population
Belarus,2007,male,55-74 years,Medium_population
Belarus,2007,male,35-54 years,Medium_population
Belarus,2007,male,25-34 years,Medium_population
Belarus,2007,male,15-24 years,Medium_population
Belarus,2007,female,75+ years,Medium_population
Belarus,2007,female,55-74 years,Medium_population
Belarus,2007,female,35-54 years,High_population
Belarus,2007,female,25-34 years,Medium_population
Belarus,2007,female,15-24 years,Medium_population
Belarus,2007,male,5-14 years,Medium_population
Belarus,2007,female,5-14 years,Medium_population
Belarus,2008,male,75+ years,Medium_population
Belarus,2008,male,35-54 years,Medium_population
Belarus,2008,male,55-74 years,Medium_population
Belarus,2008,male,25-34 years,Medium_population
Belarus,2008,male,15-24 years,Medium_population
Belarus,2008,female,75+ years,Medium_population
Belarus,2008,female,35-54 years,High_population
Belarus,2008,female,55-74 years,Medium_population
Belarus,2008,female,25-34 years,Medium_population
Belarus,2008,female,15-24 years,Medium_population
Belarus,2008,male,5-14 years,Medium_population
Belarus,2008,female,5-14 years,Medium_population
Belarus,2009,male,75+ years,Medium_population
Belarus,2009,male,35-54 years,Medium_population
Belarus,2009,male,55-74 years,Medium_population
Belarus,2009,male,25-34 years,Medium_population
Belarus,2009,male,15-24 years,Medium_population
Belarus,2009,female,75+ years,Medium_population
Belarus,2009,female,55-74 years,Medium_population
Belarus,2009,female,35-54 years,High_population
Belarus,2009,female,25-34 years,Medium_population
Belarus,2009,female,15-24 years,Medium_population
Belarus,2009,male,5-14 years,Medium_population
Belarus,2009,female,5-14 years,Medium_population
Belarus,2010,male,75+ years,Medium_population
Belarus,2010,male,35-54 years,Medium_population
Belarus,2010,male,55-74 years,Medium_population
Belarus,2010,male,25-34 years,Medium_population
Belarus,2010,male,15-24 years,Medium_population
Belarus,2010,female,75+ years,Medium_population
Belarus,2010,female,35-54 years,Medium_population
Belarus,2010,female,25-34 years,Medium_population
Belarus,2010,female,55-74 years,Medium_population
Belarus,2010,female,15-24 years,Medium_population
Belarus,2010,male,5-14 years,Medium_population
Belarus,2010,female,5-14 years,Medium_population
Belarus,2011,male,75+ years,Medium_population
Belarus,2011,male,55-74 years,Medium_population
Belarus,2011,male,35-54 years,Medium_population
Belarus,2011,male,25-34 years,Medium_population
Belarus,2011,male,15-24 years,Medium_population
Belarus,2011,female,75+ years,Medium_population
Belarus,2011,female,35-54 years,Medium_population
Belarus,2011,female,55-74 years,Medium_population
Belarus,2011,female,25-34 years,Medium_population
Belarus,2011,female,15-24 years,Medium_population
Belarus,2011,male,5-14 years,Medium_population
Belarus,2011,female,5-14 years,Medium_population
Belarus,2013,male,75+ years,Medium_population
Belarus,2013,male,55-74 years,Medium_population
Belarus,2013,male,35-54 years,Medium_population
Belarus,2013,male,25-34 years,Medium_population
Belarus,2013,male,15-24 years,Medium_population
Belarus,2013,female,75+ years,Medium_population
Belarus,2013,female,35-54 years,Medium_population
Belarus,2013,female,55-74 years,Medium_population
Belarus,2013,female,25-34 years,Medium_population
Belarus,2013,female,15-24 years,Medium_population
Belarus,2013,male,5-14 years,Medium_population
Belarus,2013,female,5-14 years,Medium_population
Belarus,2014,male,75+ years,Medium_population
Belarus,2014,male,35-54 years,Medium_population
Belarus,2014,male,55-74 years,Medium_population
Belarus,2014,male,25-34 years,Medium_population
Belarus,2014,male,15-24 years,Medium_population
Belarus,2014,female,75+ years,Medium_population
Belarus,2014,female,35-54 years,Medium_population
Belarus,2014,female,55-74 years,Medium_population
Belarus,2014,female,25-34 years,Medium_population
Belarus,2014,female,15-24 years,Medium_population
Belarus,2014,female,5-14 years,Medium_population
Belarus,2014,male,5-14 years,Medium_population
Belgium,1985,male,75+ years,Medium_population
Belgium,1985,male,55-74 years,Medium_population
Belgium,1985,male,35-54 years,Medium_population
Belgium,1985,male,25-34 years,Medium_population
Belgium,1985,female,75+ years,Medium_population
Belgium,1985,female,55-74 years,Medium_population
Belgium,1985,female,35-54 years,Medium_population
Belgium,1985,male,15-24 years,Medium_population
Belgium,1985,female,25-34 years,Medium_population
Belgium,1985,female,15-24 years,Medium_population
Belgium,1985,male,5-14 years,Medium_population
Belgium,1985,female,5-14 years,Medium_population
Belgium,1986,male,75+ years,Medium_population
Belgium,1986,male,55-74 years,Medium_population
Belgium,1986,male,35-54 years,Medium_population
Belgium,1986,male,25-34 years,Medium_population
Belgium,1986,female,55-74 years,Medium_population
Belgium,1986,female,75+ years,Medium_population
Belgium,1986,female,35-54 years,Medium_population
Belgium,1986,male,15-24 years,Medium_population
Belgium,1986,female,25-34 years,Medium_population
Belgium,1986,female,15-24 years,Medium_population
Belgium,1986,male,5-14 years,Medium_population
